TABLE_NAME,COLUMN_NAME,COLUMN_DATA_TYPE,HISTOGRAM_TYPE,BIN_ID,MIN,MAX,HEIGHT,DISTINCT_COUNT
movie_keyword,movie_id,int,MaxDiffFr,50,2092978,2120909,107252,10288
movie_keyword,movie_id,int,MaxDiffFr,51,2120909,2134995,52980,5370
movie_keyword,movie_id,int,MaxDiffFr,52,2134995,2134996,435,1
movie_keyword,movie_id,int,MaxDiffFr,53,2134996,2140528,27986,2456
movie_keyword,movie_id,int,MaxDiffFr,54,2140528,2140532,378,1
movie_keyword,movie_id,int,MaxDiffFr,55,2140532,2141207,2532,269
movie_keyword,movie_id,int,MaxDiffFr,56,2141207,2141209,455,1
movie_keyword,movie_id,int,MaxDiffFr,57,2141209,2161716,76734,7419
movie_keyword,movie_id,int,MaxDiffFr,58,2161716,2161720,381,1
movie_keyword,movie_id,int,MaxDiffFr,59,2161720,2198686,124521,12770
movie_keyword,movie_id,int,MaxDiffFr,60,2198686,2198693,410,1
movie_keyword,movie_id,int,MaxDiffFr,61,2198693,2203470,19898,1925
movie_keyword,movie_id,int,MaxDiffFr,62,2203470,2203473,369,1
movie_keyword,movie_id,int,MaxDiffFr,63,2203473,2213306,45766,4038
movie_keyword,movie_id,int,MaxDiffFr,64,2213306,2219987,31250,2773
movie_keyword,movie_id,int,MaxDiffFr,65,2219987,2219990,394,1
movie_keyword,movie_id,int,MaxDiffFr,66,2219990,2227037,24136,2526
movie_keyword,movie_id,int,MaxDiffFr,67,2227037,2234813,31230,2849
movie_keyword,movie_id,int,MaxDiffFr,68,2234813,2234818,379,1
movie_keyword,movie_id,int,MaxDiffFr,69,2234818,2238346,14621,1316
movie_keyword,movie_id,int,MaxDiffFr,70,2238346,2238348,540,1
movie_keyword,movie_id,int,MaxDiffFr,71,2238348,2248574,47200,3906
movie_keyword,movie_id,int,MaxDiffFr,72,2248574,2248577,411,1
movie_keyword,movie_id,int,MaxDiffFr,73,2248577,2258757,38654,3714
movie_keyword,movie_id,int,MaxDiffFr,74,2258757,2258760,351,1
movie_keyword,movie_id,int,MaxDiffFr,75,2258760,2321665,285955,25269
movie_keyword,movie_id,int,MaxDiffFr,76,2321665,2321666,356,1
movie_keyword,movie_id,int,MaxDiffFr,77,2321666,2324698,16187,1337
movie_keyword,movie_id,int,MaxDiffFr,78,2324698,2324699,360,1
movie_keyword,movie_id,int,MaxDiffFr,79,2324699,2360578,178452,15421
movie_keyword,movie_id,int,MaxDiffFr,80,2360578,2360583,396,1
movie_keyword,movie_id,int,MaxDiffFr,81,2360583,2360587,5,2
movie_keyword,movie_id,int,MaxDiffFr,82,2360587,2360588,416,1
movie_keyword,movie_id,int,MaxDiffFr,83,2360588,2361917,7791,526
movie_keyword,movie_id,int,MaxDiffFr,84,2361917,2361920,435,1
movie_keyword,movie_id,int,MaxDiffFr,85,2361920,2378137,88554,6575
movie_keyword,movie_id,int,MaxDiffFr,86,2378137,2378140,365,1
movie_keyword,movie_id,int,MaxDiffFr,87,2378140,2409514,185654,12744
movie_keyword,movie_id,int,MaxDiffFr,88,2409514,2409519,357,1
movie_keyword,movie_id,int,MaxDiffFr,89,2409519,2421248,66575,4778
movie_keyword,movie_id,int,MaxDiffFr,90,2421248,2421249,402,1
movie_keyword,movie_id,int,MaxDiffFr,91,2421249,2447265,125122,10396
movie_keyword,movie_id,int,MaxDiffFr,92,2447265,2461804,53211,5539
movie_keyword,movie_id,int,MaxDiffFr,93,2461804,2471560,34346,3347
movie_keyword,movie_id,int,MaxDiffFr,94,2471560,2471561,383,1
movie_keyword,movie_id,int,MaxDiffFr,95,2471561,2491041,69476,6810
movie_keyword,movie_id,int,MaxDiffFr,96,2491041,2491043,348,1
movie_keyword,movie_id,int,MaxDiffFr,97,2491043,2522051,129580,12063
movie_keyword,movie_id,int,MaxDiffFr,98,2522051,2522052,394,1
movie_keyword,movie_id,int,MaxDiffFr,99,2522052,2525971,9985,1263
movie_keyword,keyword_id,int,MaxDiffFr,0,1,1,14364,1
movie_keyword,keyword_id,int,MaxDiffFr,1,1,2,9,1
movie_keyword,keyword_id,int,MaxDiffFr,2,2,3,7873,1
movie_keyword,keyword_id,int,MaxDiffFr,3,3,46,16646,43
movie_keyword,keyword_id,int,MaxDiffFr,4,46,47,9060,1
movie_keyword,keyword_id,int,MaxDiffFr,5,47,55,9651,8
movie_keyword,keyword_id,int,MaxDiffFr,6,55,56,9942,1
movie_keyword,keyword_id,int,MaxDiffFr,7,56,69,7463,13
movie_keyword,keyword_id,int,MaxDiffFr,8,69,106,29450,37
movie_keyword,keyword_id,int,MaxDiffFr,9,106,116,17463,10
movie_keyword,keyword_id,int,MaxDiffFr,10,116,117,41840,1
movie_keyword,keyword_id,int,MaxDiffFr,11,117,120,48,3
movie_keyword,keyword_id,int,MaxDiffFr,12,120,121,13753,1
movie_keyword,keyword_id,int,MaxDiffFr,13,121,134,4864,13
movie_keyword,keyword_id,int,MaxDiffFr,14,134,135,6303,1
movie_keyword,keyword_id,int,MaxDiffFr,15,135,136,48,1
movie_keyword,keyword_id,int,MaxDiffFr,16,136,137,19528,1
movie_keyword,keyword_id,int,MaxDiffFr,17,137,185,18622,48
movie_keyword,keyword_id,int,MaxDiffFr,18,185,186,7692,1
movie_keyword,keyword_id,int,MaxDiffFr,19,186,195,1271,9
movie_keyword,keyword_id,int,MaxDiffFr,20,195,196,6516,1
movie_keyword,keyword_id,int,MaxDiffFr,21,196,231,37708,35
movie_keyword,keyword_id,int,MaxDiffFr,22,231,235,3733,4
movie_keyword,keyword_id,int,MaxDiffFr,23,235,236,9638,1
movie_keyword,keyword_id,int,MaxDiffFr,24,236,244,4360,8
movie_keyword,keyword_id,int,MaxDiffFr,25,244,245,12645,1
movie_keyword,keyword_id,int,MaxDiffFr,26,245,248,996,3
movie_keyword,keyword_id,int,MaxDiffFr,27,248,334,52206,86
movie_keyword,keyword_id,int,MaxDiffFr,28,334,335,72496,1
movie_keyword,keyword_id,int,MaxDiffFr,29,335,346,6343,11
movie_keyword,keyword_id,int,MaxDiffFr,30,346,348,19196,2
movie_keyword,keyword_id,int,MaxDiffFr,31,348,354,3674,6
movie_keyword,keyword_id,int,MaxDiffFr,32,354,355,6501,1
movie_keyword,keyword_id,int,MaxDiffFr,33,355,358,643,3
movie_keyword,keyword_id,int,MaxDiffFr,34,358,359,29440,1
movie_keyword,keyword_id,int,MaxDiffFr,35,359,372,7501,13
movie_keyword,keyword_id,int,MaxDiffFr,36,372,373,7419,1
movie_keyword,keyword_id,int,MaxDiffFr,37,373,381,3973,8
movie_keyword,keyword_id,int,MaxDiffFr,38,381,382,20522,1
movie_keyword,keyword_id,int,MaxDiffFr,39,382,397,14326,15
movie_keyword,keyword_id,int,MaxDiffFr,40,397,398,10544,1
movie_keyword,keyword_id,int,MaxDiffFr,41,398,404,4028,6
movie_keyword,keyword_id,int,MaxDiffFr,42,404,459,36448,55
movie_keyword,keyword_id,int,MaxDiffFr,43,459,494,26102,35
movie_keyword,keyword_id,int,MaxDiffFr,44,494,495,6790,1
movie_keyword,keyword_id,int,MaxDiffFr,45,495,497,2088,2
movie_keyword,keyword_id,int,MaxDiffFr,46,497,498,6326,1
movie_keyword,keyword_id,int,MaxDiffFr,47,498,499,2,1
movie_keyword,keyword_id,int,MaxDiffFr,48,499,500,6649,1
movie_keyword,keyword_id,int,MaxDiffFr,49,500,749,129765,249
movie_keyword,keyword_id,int,MaxDiffFr,50,749,750,5762,1
movie_keyword,keyword_id,int,MaxDiffFr,51,750,783,19595,33
movie_keyword,keyword_id,int,MaxDiffFr,52,783,784,9234,1
movie_keyword,keyword_id,int,MaxDiffFr,53,784,796,11181,12
movie_keyword,keyword_id,int,MaxDiffFr,54,796,797,7704,1
movie_keyword,keyword_id,int,MaxDiffFr,55,797,806,3715,9
movie_keyword,keyword_id,int,MaxDiffFr,56,806,807,5916,1
movie_keyword,keyword_id,int,MaxDiffFr,57,807,864,58439,57
movie_keyword,keyword_id,int,MaxDiffFr,58,864,865,8337,1
movie_keyword,keyword_id,int,MaxDiffFr,59,865,869,5981,4
movie_keyword,keyword_id,int,MaxDiffFr,60,869,870,10307,1
movie_keyword,keyword_id,int,MaxDiffFr,61,870,874,3716,4
movie_keyword,keyword_id,int,MaxDiffFr,62,874,875,9226,1
movie_keyword,keyword_id,int,MaxDiffFr,63,875,888,2743,13
movie_keyword,keyword_id,int,MaxDiffFr,64,888,889,7495,1
movie_keyword,keyword_id,int,MaxDiffFr,65,889,909,12395,20
movie_keyword,keyword_id,int,MaxDiffFr,66,909,910,7552,1
movie_keyword,keyword_id,int,MaxDiffFr,67,910,1134,128920,224
movie_keyword,keyword_id,int,MaxDiffFr,68,1134,1135,6780,1
movie_keyword,keyword_id,int,MaxDiffFr,69,1135,1381,50395,246
movie_keyword,keyword_id,int,MaxDiffFr,70,1381,1382,14120,1
movie_keyword,keyword_id,int,MaxDiffFr,71,1382,1558,54895,176
movie_keyword,keyword_id,int,MaxDiffFr,72,1558,1559,5449,1
movie_keyword,keyword_id,int,MaxDiffFr,73,1559,1602,19032,43
movie_keyword,keyword_id,int,MaxDiffFr,74,1602,1603,5617,1
movie_keyword,keyword_id,int,MaxDiffFr,75,1603,1632,12663,29
movie_keyword,keyword_id,int,MaxDiffFr,76,1632,1633,5058,1
movie_keyword,keyword_id,int,MaxDiffFr,77,1633,1731,43749,98
movie_keyword,keyword_id,int,MaxDiffFr,78,1731,2275,223699,544
movie_keyword,keyword_id,int,MaxDiffFr,79,2275,2276,6286,1
movie_keyword,keyword_id,int,MaxDiffFr,80,2276,2487,55760,211
movie_keyword,keyword_id,int,MaxDiffFr,81,2487,2488,34710,1
movie_keyword,keyword_id,int,MaxDiffFr,82,2488,2859,110901,371
movie_keyword,keyword_id,int,MaxDiffFr,83,2859,2860,5871,1
movie_keyword,keyword_id,int,MaxDiffFr,84,2860,2878,15761,18
movie_keyword,keyword_id,int,MaxDiffFr,85,2878,2879,6673,1
movie_keyword,keyword_id,int,MaxDiffFr,86,2879,3310,141545,431
movie_keyword,keyword_id,int,MaxDiffFr,87,3310,3635,105883,325
movie_keyword,keyword_id,int,MaxDiffFr,88,3635,3636,8567,1
movie_keyword,keyword_id,int,MaxDiffFr,89,3636,3659,14993,23
movie_keyword,keyword_id,int,MaxDiffFr,90,3659,3660,7640,1
movie_keyword,keyword_id,int,MaxDiffFr,91,3660,4332,125525,672
movie_keyword,keyword_id,int,MaxDiffFr,92,4332,4333,6763,1
movie_keyword,keyword_id,int,MaxDiffFr,93,4333,7077,417187,2744
movie_keyword,keyword_id,int,MaxDiffFr,94,7077,7078,7673,1
movie_keyword,keyword_id,int,MaxDiffFr,95,7078,12014,513565,4936
movie_keyword,keyword_id,int,MaxDiffFr,96,12014,12015,6560,1
movie_keyword,keyword_id,int,MaxDiffFr,97,12015,16263,241239,4248
movie_keyword,keyword_id,int,MaxDiffFr,98,16263,16264,58448,1
movie_keyword,keyword_id,int,MaxDiffFr,99,16264,134170,1.08824e+06,117906
movie_link,id,int,MaxDiffFr,0,1,19993,19993,19993
movie_link,id,int,MaxDiffFr,1,19993,19996,3,3
movie_link,id,int,MaxDiffFr,2,19996,19997,1,1
movie_link,id,int,MaxDiffFr,3,19997,19998,1,1
movie_link,id,int,MaxDiffFr,4,19998,19999,1,1
movie_link,id,int,MaxDiffFr,5,19999,20000,1,1
movie_link,id,int,MaxDiffFr,6,20000,20001,1,1
movie_link,id,int,MaxDiffFr,7,20001,20002,1,1
movie_link,id,int,MaxDiffFr,8,20002,20003,1,1
movie_link,id,int,MaxDiffFr,9,20003,20004,1,1
movie_link,id,int,MaxDiffFr,10,20004,20005,1,1
movie_link,id,int,MaxDiffFr,11,20005,20006,1,1
movie_link,id,int,MaxDiffFr,12,20006,20007,1,1
movie_link,id,int,MaxDiffFr,13,20007,29997,9990,9990
movie_link,movie_id,int,MaxDiffFr,0,2,8755,2264,381
movie_link,movie_id,int,MaxDiffFr,1,8755,8805,196,1
movie_link,movie_id,int,MaxDiffFr,2,8805,15709,1637,439
movie_link,movie_id,int,MaxDiffFr,3,15709,15711,267,1
movie_link,movie_id,int,MaxDiffFr,4,15711,55507,4079,1183
movie_link,movie_id,int,MaxDiffFr,5,55507,73694,2405,571
movie_link,movie_id,int,MaxDiffFr,6,73694,73710,517,1
movie_link,movie_id,int,MaxDiffFr,7,73710,132247,10584,2375
movie_link,movie_id,int,MaxDiffFr,8,132247,132249,569,1
movie_link,movie_id,int,MaxDiffFr,9,132249,133598,710,141
movie_link,movie_id,int,MaxDiffFr,10,133598,133643,276,1
movie_link,movie_id,int,MaxDiffFr,11,133643,148473,3786,786
movie_link,movie_id,int,MaxDiffFr,12,148473,148510,169,1
movie_link,movie_id,int,MaxDiffFr,13,148510,186175,2538,529
movie_link,linked_movie_id,int,MaxDiffFr,0,284,905449,8202,4255
movie_link,linked_movie_id,int,MaxDiffFr,1,905449,905719,72,1
movie_link,linked_movie_id,int,MaxDiffFr,2,905719,1196571,2247,1375
movie_link,linked_movie_id,int,MaxDiffFr,3,1196571,1196877,70,1
movie_link,linked_movie_id,int,MaxDiffFr,4,1196877,1761694,7075,4103
movie_link,linked_movie_id,int,MaxDiffFr,5,1761694,1761898,39,1
movie_link,linked_movie_id,int,MaxDiffFr,6,1761898,2310518,7520,4032
movie_link,linked_movie_id,int,MaxDiffFr,7,2310518,2310522,131,1
movie_link,linked_movie_id,int,MaxDiffFr,8,2310522,2310576,36,5
movie_link,linked_movie_id,int,MaxDiffFr,9,2310576,2373296,1562,799
movie_link,linked_movie_id,int,MaxDiffFr,10,2373296,2373344,50,1
movie_link,linked_movie_id,int,MaxDiffFr,11,2373344,2427586,1583,824
movie_link,linked_movie_id,int,MaxDiffFr,12,2427586,2427608,64,1
movie_link,linked_movie_id,int,MaxDiffFr,13,2427608,2524994,1346,770
movie_link,link_type_id,int,MaxDiffFr,0,1,2,2315,2
movie_link,link_type_id,int,MaxDiffFr,1,2,4,406,2
movie_link,link_type_id,int,MaxDiffFr,2,4,5,8593,1
movie_link,link_type_id,int,MaxDiffFr,3,5,6,5503,1
movie_link,link_type_id,int,MaxDiffFr,4,6,7,625,1
movie_link,link_type_id,int,MaxDiffFr,5,7,8,781,1
movie_link,link_type_id,int,MaxDiffFr,6,8,9,5186,1
movie_link,link_type_id,int,MaxDiffFr,7,9,10,2223,1
movie_link,link_type_id,int,MaxDiffFr,8,10,11,204,1
movie_link,link_type_id,int,MaxDiffFr,9,11,12,247,1
movie_link,link_type_id,int,MaxDiffFr,10,12,13,3341,1
movie_link,link_type_id,int,MaxDiffFr,11,13,15,211,1
movie_link,link_type_id,int,MaxDiffFr,12,15,16,278,1
movie_link,link_type_id,int,MaxDiffFr,13,16,17,84,1
movie_companies,id,int,MaxDiffFr,0,1,1739333,1.73933e+06,1.73933e+06
movie_companies,id,int,MaxDiffFr,1,1739333,1739334,1,1
movie_companies,id,int,MaxDiffFr,2,1739334,1739335,1,1
movie_companies,id,int,MaxDiffFr,3,1739335,1739336,1,1
movie_companies,id,int,MaxDiffFr,4,1739336,1739337,1,1
movie_companies,id,int,MaxDiffFr,5,1739337,1739338,1,1
movie_companies,id,int,MaxDiffFr,6,1739338,1739339,1,1
movie_companies,id,int,MaxDiffFr,7,1739339,1739340,1,1
movie_companies,id,int,MaxDiffFr,8,1739340,1739341,1,1
movie_companies,id,int,MaxDiffFr,9,1739341,1739342,1,1
movie_companies,id,int,MaxDiffFr,10,1739342,1739343,1,1
movie_companies,id,int,MaxDiffFr,11,1739343,1739344,1,1
movie_companies,id,int,MaxDiffFr,12,1739344,1739345,1,1
movie_companies,id,int,MaxDiffFr,13,1739345,1739346,1,1
movie_companies,id,int,MaxDiffFr,14,1739346,1739347,1,1
movie_companies,id,int,MaxDiffFr,15,1739347,1739348,1,1
movie_companies,id,int,MaxDiffFr,16,1739348,1739349,1,1
movie_companies,id,int,MaxDiffFr,17,1739349,1739350,1,1
movie_companies,id,int,MaxDiffFr,18,1739350,1739351,1,1
movie_companies,id,int,MaxDiffFr,19,1739351,1739393,42,42
movie_companies,id,int,MaxDiffFr,20,1739393,1739394,1,1
movie_companies,id,int,MaxDiffFr,21,1739394,1739395,1,1
movie_companies,id,int,MaxDiffFr,22,1739395,1739396,1,1
movie_companies,id,int,MaxDiffFr,23,1739396,1739397,1,1
movie_companies,id,int,MaxDiffFr,24,1739397,1739398,1,1
movie_companies,id,int,MaxDiffFr,25,1739398,1739399,1,1
movie_companies,id,int,MaxDiffFr,26,1739399,1739400,1,1
movie_companies,id,int,MaxDiffFr,27,1739400,1739401,1,1
movie_companies,id,int,MaxDiffFr,28,1739401,1739402,1,1
movie_companies,id,int,MaxDiffFr,29,1739402,1739403,1,1
movie_companies,id,int,MaxDiffFr,30,1739403,1739404,1,1
movie_companies,id,int,MaxDiffFr,31,1739404,1739405,1,1
movie_companies,id,int,MaxDiffFr,32,1739405,1739406,1,1
movie_companies,id,int,MaxDiffFr,33,1739406,1739407,1,1
